Site,Date,#,Location,Substrate,Pass,Species,Age,SV,TL,Notes
BRC1EL,6/13/12,9,1,W,2,DFUS,J,19,39,
BRC1EL,6/13/12,10,4,W,1,DFUS,J,21,45,
BRC1EL,6/13/12,11,1,W,2,DFUS,J,26,33,
BRC1EL,6/13/12,12,10,W,3,DFUS,J,18,32,
BRC1EL,6/13/12,13,12,W,1,DFUS,J,27,56,
BRC1EL,6/13/12,14,10,W,3,DFUS,A,53,112,
BRC1EL,6/13/12,15,1,W,2,DFUS,J,17,31,
BRC1EL,6/13/12,16,0,W,3,DFUS,J,22,48,
BRC1EL,6/13/12,17,1,W,2,EBIS,L,16,32,
BRC1EL,6/13/12,18,14,W,3,GPOR,L,45,72,
BRC1EL,6/13/12,19,11,W,1,GPOR,L,38,72,
BRC1EL,6/13/12,20,0,W,3,DFUS,J,14,36,
BRC1EL,6/13/12,21,7,W,2,DFUS,A,57,114,
BRC1EL,6/13/12,22,4,W,2,EBIS,L,21,49,
BRC1EL,6/13/12,23,13,W,3,DFUS,J,16,40,
BRC1EL,6/13/12,24,0,W,3,DFUS,J,13,34,
BRC1EL,6/13/12,25,7,W,2,DMON,J,27,52,
BRC1EL,6/13/12,26,14,W,1,GPOR,L,44,75,
BRC1EL,6/13/12,27,4,W,2,EBIS,L,21,50,
BRC1EL,6/13/12,28,8,W,2,DFUS,J,17,36,
BRC1EL,6/13/12,29,12,W,1,DMON,A,41,85,
BRC1EL,6/13/12,30,12,W,1,EBIS,L,5,17,measurement error on SVL
BRC1EL,6/13/12,31,8,W,3,DMON,A,57,114,
BRC1EL,6/13/12,32,12,W,1,DFUS,J,16,37,
BRC1EL,6/13/12,33,2,W,3,EBIS,L,17,36,
BRC1EL,6/13/12,34,5,W,3,EBIS,L,15,34,
BRC1EL,6/13/12,35,2,W,3,GPOR,L,18,47,
BRC1EL,6/13/12,36,5,W,2,DFUS,J,26,42,
BRC1EL,6/13/12,37,1,W,3,EBIS,L,17,36,
BRC1DS,6/13/12,1,6,W,1,EBIS,L,21,40,
BRC1DS,6/13/12,2,5,W,1,EBIS,L,20,38,
BRC1DS,6/13/12,3,7,W,1,EBIS,L,29,52,
BRC1DS,6/13/12,4,10,W,1,DMON,J,28,64,
BRC1DS,6/13/12,5,11,W,1,EBIS,L,19,40,
BRC1DS,6/13/12,6,10,W,1,DFUS,J,14,26,"marked as larval, should be juvenile"
BRC1DS,6/13/12,7,10,W,1,EBIS,J,25,57,
BRC1DS,6/13/12,8,11,W,1,EBIS,L,22,46,
BRC1DS,6/13/12,9,10,W,1,EBIS,L,16,32,
BRC1DS,6/13/12,10,11,W,1,EBIS,L,18,36,
BRC1DS,6/13/12,11,7,W,1,EBIS,L,19,36,
BRC1DS,6/13/12,12,10,W,1,DMON,A,33,76,
BRC1DS,6/13/12,13,5,W,1,DFUS,J,18,40,
BRC1DS,6/13/12,14,7,W,1,EBIS,L,16,30,
BRC1DS,6/13/12,15,10,W,2,DFUS,J,15,32,
BRC1DS,6/13/12,16,10,W,2,EBIS,L,14,28,
BRC1DS,6/13/12,17,12,W,2,EBIS,L,16,30,
BRC1DS,6/13/12,18,10,W,2,EBIS,L,19,37,
BRC1DS,6/13/12,19,10,W,2,DFUS,J,16,33,
BRC1DS,6/13/12,20,6,W,1,GPOR,L,59,95,
BRC1DS,6/13/12,21,15,W,2,DFUS,J,16,39,
BRC1DS,6/13/12,22,15,W,2,DFUS,A,55,112,
BRC1DS,6/13/12,23,10,W,2,EBIS,L,19,37,
BRC1DS,6/13/12,24,18,W,2,DFUS,J,17,38,
BRC1DS,6/13/12,25,10,W,2,EBIS,L,17,31,
BRC1DS,6/13/12,26,16,W,1,DMON,J,31,75,
BRC1DS,6/13/12,27,18,W,1,EBIS,L,19,37,
BRC1DS,6/13/12,28,15,W,2,DFUS,J,20,42,
BRC1DS,6/13/12,29,15,W,2,EBIS,L,20,40,
BRC1DS,6/13/12,30,16,W,3,DMON,J,33,74,
BRC1DS,6/13/12,31,15,W,3,DFUS,J,15,31,
BRC1DS,6/13/12,32,15,W,3,EBIS,L,18,31,
BRC1DS,6/13/12,33,17,W,3,DFUS,J,17,38,"front right foot gone, recently lost"
BRC1DS,6/13/12,34,16,W,3,EBIS,L,17,35,
BRC1DS,6/13/12,35,16,W,3,EBIS,L,18,38,
BRC1DS,6/13/12,36,17,W,3,EBIS,L,16,29,
BRC1DS,6/13/12,37,18,W,3,DFUS,J,18,25,missing tail tip
BRC1DS,6/13/12,38,17,W,3,EBIS,L,16,30,
BRC1DS,6/13/12,39,6,W,2,DFUS,J,16,29,
BRC1DS,6/13/12,40,11,W,3,EBIS,L,15,32,
BRC1DS,6/13/12,41,12,W,2,EBIS,L,10,18,
BRC1DS,6/13/12,42,12,W,2,EBIS,L,18,35,
BRC1DS,6/13/12,43,6,W,2,EBIS,L,17,31,
BRC1DS,6/13/12,44,2,W,1,EBIS,L,21,42,
BRC1DS,6/13/12,45,7,W,2,GPOR,L,53,91,
BRC1DS,6/13/12,46,0,W,1,DFUS,A,38,88,
BRC1DS,6/13/12,47,6,W,2,EBIS,L,17,30,
BRC1DS,6/13/12,48,3,W,1,EBIS,L,19,42,
BRC1DS,6/13/12,49,4,W,2,EBIS,L,20,38,
BRC1DS,6/13/12,50,3,W,3,DMON,A,63,102,
BRC1DS,6/13/12,51,3,W,3,GPOR,L,49,90,
BRC1DS,6/13/12,52,0,W,3,EBIS,L,23,50,
BRC1DS,6/13/12,53,7,W,3,DFUS,J,15,33,
BRC1DS,6/13/12,54,17,W,3,EBIS,L,16,32,
BRC1DS,6/13/12,55,2,B,3,DMON,J,29,57,"missing toe on back right foot, and tail tip"
BRC1DS,6/13/12,56,2,W,1,EBIS,L,13,26,
BRC1DS,6/13/12,57,8,W,2,DFUS,J,18,39,
BRC1DS,6/13/12,58,8,W,2,EBIS,L,15,29,
BRC1DS,6/13/12,59,1,B,3,EBIS,A,31,80,
BRC1DS,6/13/12,60,1,W,3,EBIS,L,17,31,
BRC1DS,6/13/12,61,1,W,1,EBIS,L,14,29,
BRC1DS,6/13/12,62,1,W,3,EBIS,L,22,39,
BRC1DS,6/13/12,63,2,W,1,EBIS,L,21,43,
BRC1DS,6/13/12,64,2,W,1,EBIS,L,16,30,
BRC1DS,6/13/12,65,1,W,1,EBIS,L,18,35,
BRC1DS,6/13/12,66,2,W,3,EBIS,L,18,26,
BRC1DS,6/13/12,67,7,W,1,EBIS,L,21,40,
BRC1DS,6/13/12,68,6,W,1,DFUS,J,19,31,
BRC1DS,6/13/12,69,7,W,1,DFUS,J,14,35,
BRC1DS,6/13/12,70,7,W,1,EBIS,L,17,37,
MRC2SL,6/14/12,1,0,W,1,DFUS,J,15,34,
MRC2SL,6/14/12,2,3,W,1,GPOR,L,45,75,
MRC2SL,6/14/12,3,0,W,1,DMON,A,69,126,
MRC2SL,6/14/12,4,2,W,1,GPOR,L,51,83,
MRC2SL,6/14/12,5,12,W,1,DMON,A,52,110,
MRC2SL,6/14/12,6,12,W,1,DFUS,J,18,38,
MRC2SL,6/14/12,7,14,W,1,DMON,A,53,105,tip of tail missing
MRC2SL,6/14/12,8,16,W,1,DFUS,A,63,114,front right half of lower arm missing (right forearm?)
MRC2SL,6/14/12,9,5,W,1,DFUS,J,18,35,
MRC2SL,6/14/12,10,1,W,2,DFUS,J,14,32,
MRC2SL,6/14/12,11,1,W,2,DFUS,A,53,110,
MRC2SL,6/14/12,12,3,W,1,EBIS,L,23,44,
MRC2SL,6/14/12,13,2,W,2,GPOR,L,53,91,
MRC2SL,6/14/12,14,2,W,2,GPOR,L,50,90,
MRC2SL,6/14/12,15,2,W,2,GPOR,L,39,75,
MRC2SL,6/14/12,16,2,W,3,GPOR,L,52,96,
MRC2SL,6/14/12,17,2,W,3,GPOR,L,50,83,
MRC2SL,6/14/12,18,1,W,3,GPOR,L,57,89,
MRC2NL,6/14/12,1,1,W,1,GPOR,L,53,95,
MRC2NL,6/14/12,2,10,W,1,GPOR,L,55,100,
MRC2NL,6/14/12,3,10,W,1,EBIS,L,21,44,
MRC2NL,6/14/12,4,11,W,1,DFUS,J,28,45,
MRC2NL,6/14/12,5,10,W,2,EBIS,L,19,34,
MRC2NL,6/14/12,6,2,W,2,GPOR,L,55,111,
MRC2NL,6/14/12,7,2,W,2,DFUS,A,42,81,
MRC2NL,6/14/12,8,1,W,3,GPOR,L,44,97,
MRC2NL,6/14/12,9,11,W,3,GPOR,L,45,82,
MRC2NL,6/14/12,10,10,W,3,GPOR,L,30,62,
MRC2NL,6/14/12,11,10,W,3,EBIS,L,26,57,
MRC2NL,6/14/12,12,11,W,3,DFUS,A,59,112,
MRC2NL,6/14/12,13,12,W,3,DMON,J,11,22,
BMT1U2,6/18/12,1,14,W,1,EBIS,L,14,24,"no date in book, but confirmed it with the other site"
BMT1U2,6/18/12,2,15,W,1,EBIS,L,17,31,
BMT1U2,6/18/12,3,8,W,1,DFUS,J,22,48,
BMT1U2,6/18/12,4,10,W,1,EBIS,L,19,36,
BMT1U2,6/18/12,5,10,W,1,EBIS,L,22,41,
BMT1U2,6/18/12,6,14,W,1,EBIS,L,13,24,
BMT1U2,6/18/12,7,10,W,1,EBIS,L,22,45,
BMT1U2,6/18/12,8,14,W,1,EBIS,L,12,22,
BMT1U2,6/18/12,9,14,W,1,DFUS,J,23,37,
BMT1U2,6/18/12,10,14,W,1,EBIS,L,12,20,
BMT1U2,6/18/12,11,15,W,2,EBIS,L,13,21,
BMT1U2,6/18/12,13,19,W,1,EBIS,L,21,41,
BMT1U2,6/18/12,14,10,W,2,EBIS,L,22,41,
BMT1U2,6/18/12,15,20,W,2,DMON,A,55,84,tail regenerating
BMT1U2,6/18/12,16,19,W,2,EBIS,J,23,47,rear right leg nub
BMT1U2,6/18/12,17,6,W,2,DMON,A,39,79,lighter back and spots down tail
BMT1U2,6/18/12,18,5,W,2,DMON,A,46,92,short toes on RR foot
BMT1U2,6/18/12,19,4,W,2,DMON,J,14,28,
BMT1U2,6/18/12,20,4,W,2,DMON,J,15,22,tail tip gone
BMT1U2,6/18/12,21,5,W,2,DMON,J,22,48,
BMT1U2,6/18/12,22,4,W,2,DFUS,J,16,27,
BMT1U2,6/18/12,23,4,W,1,DFUS,A,34,72,
BMT1U2,6/18/12,24,4,W,1,DMON,J,26,34,half tail gone
BMT1U2,6/18/12,25,5,W,1,DFUS,J,23,47,
BMT1U2,6/18/12,26,18,W,1,DFUS,J,22,49,
BMT1U2,6/18/12,27,5,W,2,DMON,J,17,33,
BMT1U2,6/18/12,28,21,W,1,EBIS,J,24,35,short tail
BMT1U2,6/18/12,29,15,W,3,DFUS,A,32,73,RL leg is a nub
BMT1U2,6/18/12,30,19,W,1,DFUS,A,32,67,
BMT1U2,6/18/12,31,14,W,2,EBIS,L,16,28,
BMT1U2,6/18/12,32,10,W,3,DFUS,J,16,28,"marked as larval, should be juvenile"
BMT1U2,6/18/12,33,14,W,2,EBIS,L,19,37,
BMT1U2,6/18/12,34,17,W,3,GPOR,L,41,72,
BMT1U2,6/18/12,35,19,W,3,EBIS,L,18,33,
BMT1U2,6/18/12,36,4,W,3,EBIS,L,15,26,
BMT1U2,6/18/12,37,19,W,3,EBIS,L,15,27,
BMT1U2,6/18/12,38,15,W,3,EBIS,L,13,33,
BMT1U2,6/18/12,39,17,W,3,DMON,J,17,17,"marked as larval, should be juv, tail recently gone"
BMT1U2,6/18/12,40,4,W,3,EBIS,L,18,38,
BMT1U2,6/18/12,41,5,W,2,EBIS,L,17,33,
BMT1U2,6/18/12,42,4,W,3,EBIS,L,18,35,
BMT1U2,6/18/12,43,4,W,2,EBIS,L,15,24,
BMT1U2,6/18/12,44,4,W,3,EBIS,L,20,37,
BMT1U2,6/18/12,45,5,W,2,EBIS,L,14,25,
BMT1U2,6/18/12,46,5,W,2,EBIS,L,20,36,
BMT1U2,6/18/12,47,18,W,3,EBIS,L,20,41,
BMT1U2,6/18/12,48,19,W,2,EBIS,L,14,26,
BMT1U2,6/18/12,49,4,W,2,EBIS,L,17,28,
BMT1U2,6/18/12,50,5,W,3,EBIS,L,11,21,
BMT1U2,6/18/12,51,5,W,1,EBIS,L,13,28,
BMT1U2,6/18/12,52,4,W,4,EBIS,L,13,24,
BMT1U2,6/18/12,53,4,W,4,EBIS,L,11,23,
BMT1U2,6/18/12,54,5,W,4,EBIS,L,20,42,
BMT1U2,6/18/12,55,4,W,3,DFUS,J,16,21,
BMT1U2,6/18/12,56,4,W,4,EBIS,L,17,35,
BMT1U2,6/18/12,57,5,W,4,EBIS,L,18,34,
BMT1U2,6/18/12,58,4,W,4,GPOR,L,34,53,
BMT1U2,6/18/12,59,6,W,4,EBIS,L,11,21,
BMT1U2,6/18/12,60,4,W,4,EBIS,L,19,33,tail tip gone
BMT1U2,6/18/12,61,6,W,4,EBIS,L,15,31,
BMT1U2,6/18/12,62,4,W,4,DFUS,J,15,23,"marked as larval, should be juvenile"
BMT1U2,6/18/12,63,5,W,4,EBIS,L,12,22,
BMT1U2,6/18/12,64,21,W,4,DFUS,J,31,56,
BMT1U2,6/18/12,65,7,W,3,DFUS,J,22,46,
BMT1U2,6/18/12,66,5,W,3,EBIS,L,23,44,
BMT1U2,6/18/12,67,4,W,4,EBIS,L,17,22,tail tip gone
BMT1U2,6/18/12,68,22,W,4,EBIS,L,19,37,
BMT1U2,6/18/12,69,4,W,4,EBIS,L,13,24,
BMT1U2,6/18/12,70,18,W,4,EBIS,L,14,29,
BMT1U2,6/18/12,71,4,W,3,EBIS,L,15,25,
BMT1U2,6/18/12,72,10,W,4,GPOR,L,46,87,
BMT1U2,6/18/12,73,19,W,4,EBIS,L,17,34,tail tip gone
BMT1U2,6/18/12,74,7,W,4,DFUS,J,21,40,
BMT1U2,6/18/12,75,22,W,4,EBIS,L,17,35,
BMT1U2,6/18/12,76,10,W,4,EBIS,L,24,43,
BMT1U2,6/18/12,77,14,W,2,EBIS,L,21,32,
BMT1U2,6/18/12,78,22,W,4,EBIS,L,16,35,
BMT1U2,6/18/12,79,22,W,4,EBIS,L,14,27,
BMT1U2,6/18/12,80,7,W,4,EBIS,L,19,37,
BMT1U2,6/18/12,81,22,W,4,EBIS,L,17,34,
BMT1U2,6/18/12,82,22,W,4,EBIS,L,13,19,
BMT1U2,6/18/12,83,14,W,2,EBIS,L,22,41,
BMT1U2,6/18/12,84,14,W,3,DFUS,J,18,37,
BMT1U2,6/18/12,85,6,W,3,DFUS,J,21,54,
BMT1U2,6/18/12,86,14,W,3,EBIS,L,22,41,
BMT1U2,6/18/12,87,15,W,3,EBIS,L,13,24,
BMT1U2,6/18/12,88,15,W,4,EBIS,L,13,31,
BMT1U2,6/18/12,89,14,W,3,EBIS,L,16,35,
BMT1U2,6/18/12,90,14,W,3,EBIS,L,13,33,
BMT1U2,6/18/12,91,14,W,3,EBIS,L,15,32,
BMT1U2,6/18/12,92,15,W,4,DMON,A,53,109,
BMT1U2,6/18/12,93,14,W,4,EBIS,L,15,31,
BMT1U2,6/18/12,94,5,W,2,EBIS,L,16,35,
BMT1U2,6/18/12,95,5,W,3,GPOR,L,30,67,
BMT1U2,6/18/12,96,5,W,2,GPOR,L,44,85,
BMT1U2,6/18/12,97,4,W,2,EBIS,L,12,21,
BMT1U2,6/18/12,98,14,W,1,EBIS,L,19,37,
BMT1U2,6/18/12,99,14,W,2,EBIS,L,17,36,
BMT1U2,6/18/12,100,14,W,2,EBIS,L,19,40,
BMT1U2,6/18/12,101,22,W,2,EBIS,L,22,46,
BMT1U2,6/18/12,102,14,W,2,EBIS,L,18,35,
BMT1U2,6/18/12,103,6,W,1,GPOR,L,26,57,
BMT1U2,6/18/12,104,5,W,2,EBIS,L,16,29,
BMT1U2,6/18/12,105,5,W,1,EBIS,L,17,33,
BMT1U2,6/18/12,106,4,W,2,EBIS,L,16,30,
BMT1U2,6/18/12,107,4,W,2,GPOR,L,27,44,
BMT1U2,6/18/12,108,5,W,3,GPOR,L,22,44,
BMT1U2,6/18/12,109,5,W,2,EBIS,L,14,27,
BMT1U2,6/18/12,110,5,W,2,EBIS,L,20,36,
BMT1U2,6/18/12,111,4,W,1,EBIS,L,20,42,
BMT1U2,6/18/12,112,4,W,1,EBIS,L,15,35,
BMT1U2,6/18/12,113,7,W,2,EBIS,L,18,38,
BMT1U2,6/18/12,114,10,W,3,EBIS,L,12,20,
BMT1U2,6/18/12,115,4,W,2,EBIS,L,20,43,
BMT1U2,6/18/12,116,5,W,1,EBIS,L,19,40,
BMT1U2,6/18/12,117,4,W,1,EBIS,L,15,27,
BMT1U2,6/18/12,118,18,W,2,EBIS,L,15,30,
BMT1U2,6/18/12,119,19,W,1,EBIS,L,20,40,
BMT1U2,6/18/12,120,5,W,1,EBIS,L,18,34,
BMT1U2,6/18/12,121,11,W,2,EBIS,L,22,41,
BMT1U2,6/18/12,122,4,W,1,EBIS,L,21,43,
BMT1U2,6/18/12,123,4,W,1,EBIS,L,17,33,
BMT1U2,6/18/12,124,22,W,1,EBIS,L,12,26,
BMT1U2,6/18/12,125,18,W,2,EBIS,L,18,36,
BMT1U2,6/18/12,126,20,W,2,EBIS,L,13,22,
WRH1U2,6/19/12,1,10,W,1,EBIS,L,10,18,
WRH1U2,6/19/12,2,10,W,1,EBIS,L,10,17,
WRH1U2,6/19/12,3,1,W,1,EBIS,L,22,46,
WRH1U2,6/19/12,4,10,W,1,DFUS,A,33,75,
WRH1U2,6/19/12,5,10,W,2,EBIS,L,10,18,
WRH1U2,6/19/12,6,1,W,1,EBIS,L,11,17,
WRH1U2,6/19/12,7,1,W,1,DFUS,J,15,27,
WRH1U2,6/19/12,8,1,W,1,DFUS,J,14,29,
WRH1U2,6/19/12,9,1,W,1,DFUS,J,15,32,
WRH1U2,6/19/12,10,1,W,1,DFUS,J,13,30,
WRH1U2,6/19/12,11,1,W,1,EBIS,L,9,18,
WRH1U2,6/19/12,12,1,W,1,DFUS,J,14,27,
WRH1U2,6/19/12,13,0,W,1,EBIS,L,35,43,
WRH1U2,6/19/12,14,2,W,1,GPOR,L,54,101,
WRH1U2,6/19/12,15,1,W,1,EBIS,L,16,32,
WRH1U2,6/19/12,16,2,W,1,EBIS,L,10,17,
WRH1U2,6/19/12,17,2,W,1,EBIS,L,17,32,
WRH1U2,6/19/12,18,2,W,1,EBIS,L,20,37,
WRH1U2,6/19/12,19,1,W,1,EBIS,L,9,18,
WRH1U2,6/19/12,20,1,W,1,EBIS,L,20,38,
WRH1U2,6/19/12,21,0,W,1,GPOR,L,44,87,
WRH1U2,6/19/12,22,12,W,1,EBIS,L,23,50,
WRH1U2,6/19/12,23,13,W,1,EBIS,L,10,16,
WRH1U2,6/19/12,24,11,W,1,EBIS,L,19,35,
WRH1U2,6/19/12,25,11,W,1,EBIS,L,20,39,
WRH1U2,6/19/12,26,13,W,1,DFUS,J,18,36,"marked as larval, should be juvenile"
WRH1U2,6/19/12,27,11,W,1,EBIS,L,20,31,
WRH1U2,6/19/12,28,12,W,1,EBIS,L,18,36,
WRH1U2,6/19/12,29,11,W,1,EBIS,L,11,18,
WRH1U2,6/19/12,30,11,W,1,EBIS,L,12,32,left hind leg nub; probably measurement error on SVL
WRH1U2,6/19/12,31,12,W,1,EBIS,L,12,31,probably measurement error on SVL
WRH1U2,6/19/12,32,12,W,1,EBIS,L,12,31,probably measurement error on SVL
WRH1U2,6/19/12,33,15,W,1,GPOR,L,40,75,
WRH1U2,6/19/12,34,12,W,1,EBIS,L,17,32,
WRH1U2,6/19/12,35,14,W,1,DFUS,J,16,38,
WRH1U2,6/19/12,36,12,W,1,EBIS,L,21,40,
WRH1U2,6/19/12,37,12,W,1,EBIS,L,16,31,
WRH1U2,6/19/12,38,11,W,1,EBIS,L,10,17,
WRH1U2,6/19/12,39,10,W,1,EBIS,L,14,26,
WRH1U2,6/19/12,40,14,W,1,DFUS,J,17,34,
WRH1U2,6/19/12,41,11,W,1,EBIS,L,10,17,
WRH1U2,6/19/12,42,11,W,1,EBIS,L,18,38,
WRH1U2,6/19/12,43,11,W,1,EBIS,L,9,12,
WRH1U2,6/19/12,44,14,W,1,DFUS,J,16,35,
WRH1U2,6/19/12,45,15,W,1,EBIS,L,19,35,
WRH1U2,6/19/12,46,15,W,1,DFUS,J,15,33,
WRH1U2,6/19/12,47,15,W,1,DFUS,J,16,29,
WRH1U2,6/19/12,48,15,W,1,DFUS,J,17,39,
WRH1U2,6/19/12,49,15,W,1,EBIS,L,16,32,
WRH1U2,6/19/12,50,15,W,1,DFUS,J,15,28,"marked as larval, should be juvenile"
WRH1U2,6/19/12,51,15,W,1,DFUS,J,15,32,
WRH1U2,6/19/12,52,11,W,1,EBIS,L,9,17,
WRH1U2,6/19/12,53,11,W,1,EBIS,L,15,26,
WRH1U2,6/19/12,54,15,W,1,EBIS,L,17,36,
WRH1U2,6/19/12,55,11,W,1,EBIS,L,23,42,
WRH1U2,6/19/12,56,15,W,1,DFUS,,35,72,"no age class, should be juvenile or adult"
WRH1U2,6/19/12,57,11,W,1,EBIS,L,16,29,
WRH1U2,6/19/12,58,15,W,1,EBIS,L,17,34,
WRH1U2,6/19/12,59,11,W,1,GPOR,L,39,72,
WRH1U2,6/19/12,60,10,W,1,EBIS,L,19,40,
WRH1U2,6/19/12,61,15,W,1,EBIS,L,28,52,
WRH1U2,6/19/12,62,15,W,1,DFUS,J,16,34,
WRH1U2,6/19/12,63,15,W,1,EBIS,L,21,42,
WRH1U2,6/19/12,64,12,W,1,GPOR,L,31,48,"left hind leg nub, missing tail tip"
WRH1U2,6/19/12,65,15,W,1,EBIS,L,20,39,
WRH1U2,6/19/12,66,15,W,1,EBIS,L,20,40,
WRH1U2,6/19/12,67,15,W,1,EBIS,L,16,32,
WRH1U2,6/19/12,68,15,W,1,EBIS,L,17,34,
WRH1U2,6/19/12,69,15,W,1,EBIS,L,19,38,
WRH1U2,6/19/12,70,,,,,,,,No data recorded for #70
WRH1U2,6/19/12,71,15,W,1,EBIS,L,18,35,
WRH1U2,6/19/12,72,16,W,1,EBIS,L,18,34,
WRH1U2,6/19/12,72,15,W,1,EBIS,L,17,34,two entries for #72
WRH1U2,6/19/12,73,15,W,1,EBIS,L,16,30,
WRH1U2,6/19/12,74,15,W,1,DFUS,J,27,59,
WRH1U2,6/19/12,75,15,W,1,EBIS,L,17,33,
WRH1U2,6/19/12,76,15,W,1,EBIS,L,18,32,
WRH1U2,6/19/12,77,16,W,1,EBIS,L,14,27,
WRH1U2,6/19/12,78,16,W,1,EBIS,L,20,39,
WRH1U2,6/19/12,79,16,W,1,EBIS,L,18,35,
WRH1U2,6/19/12,80,15,W,1,DFUS,J,17,33,
WRH1U2,6/19/12,81,15,W,1,EBIS,L,19,38,
WRH1U2,6/19/12,82,15,W,1,EBIS,L,17,34,
WRH1U2,6/19/12,83,15,W,1,EBIS,L,22,32,missing half of tail
WRH1U2,6/19/12,84,15,W,1,EBIS,L,15,30,
WRH1U2,6/19/12,85,15,W,1,EBIS,L,18,36,
WRH1U2,6/19/12,86,15,W,1,GPOR,L,65,106,
WRH1U2,6/19/12,87,15,W,1,EBIS,L,18,35,
WRH1U2,6/19/12,88,15,W,1,DFUS,J,18,34,
WRH1U2,6/19/12,89,15,W,1,EBIS,L,16,32,
WRH1U2,6/19/12,90,16,W,1,EBIS,L,17,33,
WRH1U2,6/19/12,91,2,W,1,EBIS,L,20,29,
WRH1U2,6/19/12,92,0,W,2,GPOR,L,52,95,
WRH1U2,6/19/12,93,0,W,2,GPOR,L,19,38,
WRH1U2,6/19/12,94,4,W,1,EBIS,L,17,34,
WRH1U2,6/19/12,95,2,W,1,EBIS,J,24,48,
WRH1U2,6/19/12,96,0,W,2,EBIS,L,21,41,
WRH1U2,6/19/12,97,3,W,1,EBIS,L,22,44,
WRH1U2,6/19/12,98,2,W,1,EBIS,L,23,45,
WRH1U2,6/19/12,99,2,W,1,EBIS,L,9,15,
WRH1U2,6/19/12,100,2,W,1,EBIS,L,13,26,
WRH1U2,6/19/12,101,2,W,1,EBIS,L,14,26,
WRH1U2,6/19/12,102,3,W,1,EBIS,L,17,34,
WRH1U2,6/19/12,103,0,W,2,DFUS,J,19,37,
WRH1U2,6/19/12,104,1,W,1,DFUS,J,14,22,
WRH1U2,6/19/12,105,3,W,1,GPOR,L,67,95,
WRH1U2,6/19/12,106,0,W,2,EBIS,L,22,44,
WRH1U2,6/19/12,107,4,W,1,EBIS,L,22,43,
WRH1U2,6/19/12,108,0,W,2,EBIS,L,14,28,
WRH1U2,6/19/12,109,2,W,1,EBIS,L,19,38,
WRH1U2,6/19/12,110,0,W,2,EBIS,L,15,30,
WRH1U2,6/19/12,111,2,W,1,EBIS,L,21,30,
WRH1U2,6/19/12,112,0,W,2,EBIS,L,20,38,
WRH1U2,6/19/12,113,4,W,1,EBIS,L,17,34,
WRH1U2,6/19/12,114,3,W,1,EBIS,L,14,26,
WRH1U2,6/19/12,115,3,W,1,EBIS,L,15,30,
WRH1U2,6/19/12,116,0,W,2,EBIS,L,16,32,
WRH1U2,6/19/12,117,3,W,2,EBIS,L,16,32,
WRH1U2,6/19/12,118,2,W,2,EBIS,L,21,42,
WRH1U2,6/19/12,119,2,W,2,EBIS,L,21,42,
WRH1U2,6/19/12,120,3,W,2,GPOR,L,38,73,
WRH1U2,6/19/12,121,4,W,2,EBIS,L,17,34,
WRH1U2,6/19/12,122,10,W,2,DFUS,J,15,32,
WRH1U2,6/19/12,123,13,W,2,EBIS,L,16,30,
WRH1U2,6/19/12,124,10,W,2,EBIS,L,10,20,
WRH1U2,6/19/12,125,10,W,2,EBIS,L,20,41,
WRH1U2,6/19/12,126,12,W,2,EBIS,L,22,42,
WRH1U2,6/19/12,127,12,W,2,EBIS,L,10,16,
WRH1U2,6/19/12,128,3,W,2,EBIS,L,9,16,
WRH1U2,6/19/12,129,2,W,2,EBIS,L,12,32,probably measurement error on SVL
WRH1U2,6/19/12,130,1,W,2,EBIS,L,14,25,
WRH1U2,6/19/12,131,1,W,2,GPOR,L,17,35,
WRH1U2,6/19/12,132,1,W,2,EBIS,L,18,32,
WRH1U2,6/19/12,133,1,W,2,EBIS,L,13,27,
WRH1U2,6/19/12,134,2,W,2,EBIS,L,20,37,
WRH1U2,6/19/12,135,1,W,2,EBIS,L,10,17,
WRH1U2,6/19/12,136,2,W,2,EBIS,L,18,33,
WRH1U2,6/19/12,137,1,W,2,GPOR,L,44,65,
WRH1U2,6/19/12,138,2,W,2,EBIS,A,25,53,
WRH1U2,6/19/12,139,2,W,2,EBIS,L,22,45,
WRH1U2,6/19/12,140,2,W,2,EBIS,L,29,47,
WRH1U2,6/19/12,141,4,W,2,EBIS,L,22,44,
WRH1U2,6/19/12,142,2,W,3,GPOR,L,54,101,
WRH1U2,6/19/12,143,15,W,2,EBIS,L,19,34,
WRH1U2,6/19/12,144,1,W,2,EBIS,L,15,28,
WRH1U2,6/19/12,145,12,W,2,EBIS,L,14,21,
WRH1U2,6/19/12,146,16,W,2,EBIS,L,18,34,
WRH1U2,6/19/12,147,14,W,2,EBIS,L,20,37,
WRH1U2,6/19/12,148,15,W,2,EBIS,L,18,34,
WRH1U2,6/19/12,149,2,W,3,EBIS,L,24,57,
WRH1U2,6/19/12,150,11,W,3,EBIS,L,10,17,
WRH1U2,6/19/12,151,11,W,3,EBIS,L,22,37,tip of tail missing
WRH1U2,6/19/12,152,11,W,3,EBIS,L,10,17,
WRH1U2,6/19/12,153,10,W,3,EBIS,L,17,33,
WRH1U2,6/19/12,154,10,W,3,EBIS,L,19,33,
WRH1U2,6/19/12,155,11,W,3,EBIS,L,17,34,
WRH1U2,6/19/12,156,11,W,3,EBIS,L,9,15,
WRH1U2,6/19/12,157,11,W,3,EBIS,L,22,42,
